scan_index,scan_start_stamp,scan_end_stamp,reference_stamp,status,reason,point_count_in,point_count_out,coverage_begin_stamp,coverage_end_stamp,max_state_gap_sec,max_gap_gate_sec,max_velocity_norm_mps,max_acc_world_norm_mps2,max_gyro_norm_radps,coverage_gate_passed,point_count_preserved,reference_equals_selected_boundary,ndt_stamp_matches_reference,future_measurement_csv_field,current_scan_ndt_leakage_csv_field,future_imu_evidence,current_ndt_evidence,csv_zero_fields_are_independent_counters
856,1660857478.722316,1660857478.8231554,1660857478.722316,PUBLISHED,covered_and_deskewed,22621,22621,1660857476.8262241,1660857478.826112,0.0050082206726074219,0.02,1.9497302645328107,11.466023368271275,0.60037321598409843,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
857,1660857478.8231759,1660857478.9227943,1660857478.8231759,PUBLISHED,covered_and_deskewed,23443,23443,1660857476.926224,1660857478.9261119,0.0050079822540283203,0.02,1.5381882167061585,6.0337568955252614,0.50443791052455134,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
858,1660857478.924036,1660857479.0248194,1660857478.924036,PUBLISHED,covered_and_deskewed,24136,24136,1660857477.026176,1660857479.0260639,0.0050082206726074219,0.02,1.9138838629699972,20.332439500815926,1.2140536091413676,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
859,1660857479.0248401,1660857479.1199796,1660857479.0248401,PUBLISHED,covered_and_deskewed,24447,24447,1660857477.1211841,1660857479.1210721,0.0050082206726074219,0.02,1.8047500278787478,20.730608142643987,1.2704299802894949,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
860,1660857479.1257,1660857479.2203419,1660857479.1257,PUBLISHED,covered_and_deskewed,24556,24556,1660857477.221184,1660857479.221072,0.0050079822540283203,0.02,0.98554057680760365,4.8249446016435034,0.28092422721727767,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
861,1660857479.2265601,1660857479.3216491,1660857479.2265601,PUBLISHED,covered_and_deskewed,25180,25180,1660857477.3261759,1660857479.3260641,0.0050082206726074219,0.02,1.7168357548734652,9.7059212246544462,0.69401170893219788,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
862,1660857479.32742,1660857479.4240019,1660857479.32742,PUBLISHED,covered_and_deskewed,24826,24826,1660857477.4261761,1660857479.426064,0.0050079822540283203,0.02,1.7111385439596773,8.5520057115904677,0.72487264772682714,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
863,1660857479.4282801,1660857479.5265205,1660857479.4282801,PUBLISHED,covered_and_deskewed,24510,24510,1660857477.531184,1660857479.5310719,0.0050079822540283203,0.02,1.4658217258823547,6.5418530116444629,0.41357213814764682,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
864,1660857479.52914,1660857479.6299794,1660857479.52914,PUBLISHED,covered_and_deskewed,24020,24020,1660857477.6311841,1660857479.631072,0.0050082206726074219,0.02,1.9845225013672696,20.598735897254429,1.1757029668711698,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
865,1660857479.6300001,1660857479.7224295,1660857479.6300001,PUBLISHED,covered_and_deskewed,21706,21706,1660857477.726176,1660857479.726064,0.0050079822540283203,0.02,1.7205351408498832,20.554344813136563,0.91312638267381085,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
866,1660857479.73086,1660857479.8221836,1660857479.73086,PUBLISHED,covered_and_deskewed,21490,21490,1660857477.8261759,1660857479.8260641,0.0050082206726074219,0.02,1.4466299989500353,5.7323231407232278,0.34796721950818016,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
867,1660857479.8317201,1660857479.9217165,1660857479.8317201,PUBLISHED,covered_and_deskewed,20095,20095,1660857477.9261761,1660857479.926064,0.0050079822540283203,0.02,1.9818508026545978,8.3804967885715929,0.66472136914294344,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
868,1660857479.93258,1660857480.0218017,1660857479.93258,PUBLISHED,covered_and_deskewed,19531,19531,1660857478.0261121,1660857480.026,0.0050079822540283203,0.02,1.7624330721126791,10.833697471691778,0.59503397498380906,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
869,1660857480.0333841,1660857480.1218326,1660857480.0333841,PUBLISHED,covered_and_deskewed,19451,19451,1660857478.126112,1660857480.1259999,0.0050079822540283203,0.02,1.3462888937309787,5.1429219312736052,0.29442930796279937,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
870,1660857480.134244,1660857480.2219183,1660857480.134244,PUBLISHED,covered_and_deskewed,19260,19260,1660857478.2261119,1660857480.2260001,0.0050082206726074219,0.02,1.7845567272581175,12.242959921665452,0.83625991704596248,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
871,1660857480.2351041,1660857480.3219481,1660857480.2351041,PUBLISHED,covered_and_deskewed,18940,18940,1660857478.326112,1660857480.326,0.0050079822540283203,0.02,1.575441467798868,9.2118035391139319,0.68143718048705682,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
872,1660857480.335964,1660857480.4220891,1660857480.335964,PUBLISHED,covered_and_deskewed,18722,18722,1660857478.4261119,1660857480.4260001,0.0050082206726074219,0.02,1.5265002041312385,6.0012401714192416,0.33285988338083144,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
873,1660857480.4368241,1660857480.5233362,1660857480.4368241,PUBLISHED,covered_and_deskewed,19287,19287,1660857478.5261121,1660857480.526,0.0050079822540283203,0.02,1.8980383820889808,8.4371581740469885,0.55000715360898256,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
874,1660857480.537684,1660857480.6254725,1660857480.537684,PUBLISHED,covered_and_deskewed,21088,21088,1660857478.626112,1660857480.6259999,0.0050079822540283203,0.02,1.4895529975969717,8.0214785249906218,0.58406492750617534,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
875,1660857480.6385441,1660857480.728128,1660857480.6385441,PUBLISHED,covered_and_deskewed,22270,22270,1660857478.7311201,1660857480.7310081,0.0050082206726074219,0.02,1.4940285066050432,4.7940373016768199,0.45441648400762275,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
876,1660857480.739403,1660857480.8318934,1660857480.739403,PUBLISHED,covered_and_deskewed,23408,23408,1660857478.836112,1660857480.836,0.0050079822540283203,0.02,2.1452274217943859,28.079808021871983,1.6607972563552529,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
877,1660857480.8402629,1660857480.9347439,1660857480.8402629,PUBLISHED,covered_and_deskewed,24540,24540,1660857478.9361119,1660857480.9360001,0.0050082206726074219,0.02,1.6676270467449785,11.326632281836531,0.52875182411111588,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
878,1660857480.941123,1660857481.0371521,1660857480.941123,PUBLISHED,covered_and_deskewed,25448,25448,1660857479.0410719,1660857481.0409601,0.0050082206726074219,0.02,1.5766206202293203,5.823557039401698,0.28210278257303517,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
879,1660857481.0419281,1660857481.1403346,1660857481.0419281,PUBLISHED,covered_and_deskewed,26537,26537,1660857479.141072,1660857481.14096,0.0050079822540283203,0.02,1.9787680932766138,12.72372072247466,0.69702137444657475,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
880,1660857481.1427879,1660857481.2430398,1660857481.1427879,PUBLISHED,covered_and_deskewed,27448,27448,1660857479.2460639,1660857481.2459519,0.0050079822540283203,0.02,1.624074206020953,10.713845595047886,0.5234249941930561,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
881,1660857481.2436481,1660857481.3444872,1660857481.2436481,PUBLISHED,covered_and_deskewed,28001,28001,1660857479.3460641,1660857481.345952,0.0050082206726074219,0.02,1.6721793557311773,6.0938425434199042,0.35241771137396843,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
882,1660857481.3445079,1660857481.4453473,1660857481.3445079,PUBLISHED,covered_and_deskewed,28842,28842,1660857479.446064,1660857481.4459519,0.0099999904632568359,0.02,2.0430040351721823,13.340548746541863,0.98325762697450503,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
883,1660857481.4453681,1660857481.5462072,1660857481.4453681,PUBLISHED,covered_and_deskewed,27611,27611,1660857479.5510719,1660857481.5509601,0.0050082206726074219,0.02,1.5240374307273712,8.976967656235578,0.57079327639833588,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
884,1660857481.5462279,1660857481.6470673,1660857481.5462279,PUBLISHED,covered_and_deskewed,26472,26472,1660857479.651072,1660857481.65096,0.0050079822540283203,0.02,1.5607870735422547,5.6314607220306634,0.27650865324225216,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
885,1660857481.6470881,1660857481.7479272,1660857481.6470881,PUBLISHED,covered_and_deskewed,26535,26535,1660857479.7510719,1660857481.7509601,0.0050082206726074219,0.02,1.9690293619132382,9.9630414297655729,0.81575982048078888,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
886,1660857481.7479479,1660857481.8487873,1660857481.7479479,PUBLISHED,covered_and_deskewed,27118,27118,1660857479.8510721,1660857481.85096,0.0050082206726074219,0.02,1.6776272440491387,9.2608140575311655,0.47637707233701737,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
887,1660857481.8488081,1660857481.9496472,1660857481.8488081,PUBLISHED,covered_and_deskewed,27302,27302,1660857479.951072,1660857481.9509599,0.0050079822540283203,0.02,1.7625447764720543,5.5906302944476227,0.33987790883309943,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
888,1660857481.9496679,1660857482.0504513,1660857481.9496679,PUBLISHED,covered_and_deskewed,27524,27524,1660857480.051008,1660857482.0508959,0.0050079822540283203,0.02,2.1023775797075861,20.131764575866555,1.0029803888431095,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
889,1660857482.050472,1660857482.1513114,1660857482.050472,PUBLISHED,covered_and_deskewed,28014,28014,1660857480.1559999,1660857482.1558881,0.0050082206726074219,0.02,1.6359314671047742,9.9090894989380534,0.50542767205836192,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
890,1660857482.1513319,1660857482.2521713,1660857482.1513319,PUBLISHED,covered_and_deskewed,28861,28861,1660857480.256,1660857482.255888,0.0050079822540283203,0.02,1.7467908797757381,6.1372168353357122,0.36136477536828471,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
891,1660857482.252192,1660857482.3530314,1660857482.252192,PUBLISHED,covered_and_deskewed,28845,28845,1660857480.3559999,1660857482.3558879,0.0050079822540283203,0.02,2.0459596710386485,17.057389129442303,1.0305615698034865,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
892,1660857482.3530519,1660857482.4538913,1660857482.3530519,PUBLISHED,covered_and_deskewed,28032,28032,1660857480.4560001,1660857482.455888,0.0099999904632568359,0.02,1.5345850526213838,7.9508682352216864,0.3663819554881611,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
893,1660857482.453912,1660857482.5547514,1660857482.453912,PUBLISHED,covered_and_deskewed,27291,27291,1660857480.556,1660857482.5558879,0.0050079822540283203,0.02,1.8821472585000985,6.6975040181318413,0.35803384649077552,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
894,1660857482.5547719,1660857482.6556113,1660857482.5547719,PUBLISHED,covered_and_deskewed,26255,26255,1660857480.6559999,1660857482.6558881,0.0050082206726074219,0.02,2.1902826184675974,17.94134284655032,1.0400260796306198,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
895,1660857482.655632,1660857482.7564702,1660857482.655632,PUBLISHED,covered_and_deskewed,25377,25377,1660857480.761008,1660857482.760896,0.0050079822540283203,0.02,1.5420977063150663,9.4802761339012473,0.47940964336007957,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
896,1660857482.7564919,1660857482.8573303,1660857482.7564919,PUBLISHED,covered_and_deskewed,24587,24587,1660857480.8610079,1660857482.8608961,0.0050082206726074219,0.02,1.7484896875536917,6.2179152994927929,0.56090437149214334,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
897,1660857482.857352,1660857482.9581902,1660857482.857352,PUBLISHED,covered_and_deskewed,23767,23767,1660857480.9610081,1660857482.960896,0.0050082206726074219,0.02,1.8751902627857224,15.121677340762202,0.75996810449688001,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
898,1660857482.9582109,1660857483.0589943,1660857482.9582109,PUBLISHED,covered_and_deskewed,23570,23570,1660857481.0609601,1660857483.060848,0.0050079822540283203,0.02,1.3371074033275892,7.8062356371273944,0.44807555508040781,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
899,1660857483.059015,1660857483.1598544,1660857483.059015,PUBLISHED,covered_and_deskewed,23657,23657,1660857481.16096,1660857483.1608479,0.0050079822540283203,0.02,1.6891074611684027,6.6510644969479245,0.47291544226044635,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
900,1660857483.1598749,1660857483.2607143,1660857483.1598749,PUBLISHED,covered_and_deskewed,23846,23846,1660857481.2609601,1660857483.260848,0.0050082206726074219,0.02,1.9718993397707705,18.7129996650085,0.89592893241210436,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
901,1660857483.260735,1660857483.3615744,1660857483.260735,PUBLISHED,covered_and_deskewed,23989,23989,1660857481.365952,1660857483.36584,0.0050079822540283203,0.02,1.2246981560327397,5.2914850463690577,0.24649168937748009,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
902,1660857483.3615949,1660857483.4624343,1660857483.3615949,PUBLISHED,covered_and_deskewed,24127,24127,1660857481.4659519,1660857483.4658401,0.0099999904632568359,0.02,1.6955625216938188,6.0298550387466241,0.24649168937748009,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
903,1660857483.462455,1660857483.5632944,1660857483.462455,PUBLISHED,covered_and_deskewed,24375,24375,1660857481.5659521,1660857483.56584,0.0099999904632568359,0.02,1.8771755527205429,10.828628560412145,0.57978886200784674,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
904,1660857483.5633149,1660857483.6641543,1660857483.5633149,PUBLISHED,covered_and_deskewed,24714,24714,1660857481.665952,1660857483.6658399,0.0050079822540283203,0.02,1.3508128590543087,6.0717553929808652,0.30754787308660864,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
905,1660857483.664175,1660857483.7650144,1660857483.664175,PUBLISHED,covered_and_deskewed,24944,24944,1660857481.7659521,1660857483.7658401,0.0050082206726074219,0.02,1.6770832008439858,5.8849722218011244,0.31127096790332098,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
906,1660857483.7650349,1660857483.8658743,1660857483.7650349,PUBLISHED,covered_and_deskewed,25159,25159,1660857481.87096,1660857483.8708479,0.0050079822540283203,0.02,1.881171351362442,18.345779659701215,0.90748242403895896,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
907,1660857483.865895,1660857483.9667344,1660857483.865895,PUBLISHED,covered_and_deskewed,25411,25411,1660857481.9709599,1660857483.9708481,0.0050082206726074219,0.02,1.2015783866493071,5.3302897479683935,0.72173253315481611,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
908,1660857483.9667549,1660857484.0675383,1660857483.9667549,PUBLISHED,covered_and_deskewed,26405,26405,1660857482.0708959,1660857484.0707841,0.0050082206726074219,0.02,1.8769432418341705,9.3013950655267301,0.8372374970832791,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
909,1660857484.067559,1660857484.1683984,1660857484.067559,PUBLISHED,covered_and_deskewed,26443,26443,1660857482.1708961,1660857484.170784,0.0050079822540283203,0.02,2.0374992356595234,17.7502030452582,1.4328311311864945,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
910,1660857484.1684189,1660857484.2692583,1660857484.1684189,PUBLISHED,covered_and_deskewed,27458,27458,1660857482.270896,1660857484.2707839,0.0050079822540283203,0.02,1.3304455268899302,5.0933792242494187,0.44418452687431559,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
911,1660857484.269279,1660857484.3701184,1660857484.269279,PUBLISHED,covered_and_deskewed,27897,27897,1660857482.3708961,1660857484.370784,0.0050082206726074219,0.02,1.8870193354314004,6.0105318526918552,0.45837475866498323,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
912,1660857484.3701389,1660857484.4709783,1660857484.3701389,PUBLISHED,covered_and_deskewed,28642,28642,1660857482.475888,1660857484.475776,0.0050079822540283203,0.02,2.1446265890470864,17.662976536310257,0.89129614973880489,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
913,1660857484.470999,1660857484.5718384,1660857484.470999,PUBLISHED,covered_and_deskewed,28805,28805,1660857482.5758879,1660857484.5757761,0.0050082206726074219,0.02,1.4847898880520387,4.8070574805501645,0.29378880464361523,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
914,1660857484.5718589,1660857484.6726983,1660857484.5718589,PUBLISHED,covered_and_deskewed,28877,28877,1660857482.6758881,1660857484.675776,0.0050079822540283203,0.02,1.7984647978458683,6.1651112811744149,0.31098324181075759,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
915,1660857484.672719,1660857484.7735572,1660857484.672719,PUBLISHED,covered_and_deskewed,28827,28827,1660857482.775888,1660857484.7757759,0.0050079822540283203,0.02,1.905424395063176,10.997230933915889,0.60099159510412259,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
916,1660857484.7735789,1660857484.8744173,1660857484.7735789,PUBLISHED,covered_and_deskewed,28777,28777,1660857482.8758881,1660857484.8757761,0.0050082206726074219,0.02,1.2401054138343419,5.6654337846353071,0.29208135495887827,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
917,1660857484.874439,1660857484.9752772,1660857484.874439,PUBLISHED,covered_and_deskewed,28840,28840,1660857482.975888,1660857484.975776,0.0050079822540283203,0.02,1.6053689840058709,6.1346708074545511,0.29422870872579365,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
